segid,segstart,segend,verbatim,intended
54f_048,367.5,376.26,um so ta ta talking about it with family just didn't just didn't really happen,so talking about it with family just didn't really happen
54f_049,377.23,384.78,with with with a couple of my cl cl close friends i i could,with a couple of my close friends i could
54f_050,385.26,401.93,um with my family when i would tell them i was c c coming coming to these conferences i just said i was coming to get c c c credits for for my ser s certification,with my family when i would tell them i was coming to these conferences i just said i was coming to get credits for my certification
54f_051,403.75,412.56,um yeah uh is there something e else you wanted me to to talk about,yeah is there something else you wanted me to talk about
54f_052,413.84,414.14,oh,
54f_053,415.69,417.77,oh oh i'm sorry i went too too long,oh i'm sorry i went too long
54f_054,418.73,419.25,okay,okay
54f_055,421.48,421.92,okay,okay
54f_056,425.14,431.33,okay um i have two two thoughts,okay i have two thoughts
54f_057,432.51,439.97,i i do believe it can be g genetic or heredity,i do believe it can be genetic or heredity
54f_058,440.7,442.99,i i definitely know that,i definitely know that
54f_059,443.56,446.68,in my case it was trauma,in my case it was trauma
54f_060,448.04,454.74,yeah being having that awful ex experience as a seven seven year old child,yeah having that awful experience as a seven year old child
54f_061,456.18,464.45,and just what what t t transpired the whole my whole journey,and just what transpired my whole journey
54f_062,465.5,474.33,and a lot of people think yeah emotion it it's not really ps psychological,and a lot of people think yeah emotion it's not really psychological
54f_063,475.99,481.64,uh perhaps but i for me it truly was trauma,perhaps but for me it truly was trauma
54f_064,482.59,488.95,so that's that's that's how i feel for for for my story,so that's how i feel for my story
54f_065,496.86,504.27,i never got t therapy for myself until i was in my early fifties,i never got therapy for myself until i was in my early fifties
54f_066,510.53,515.97,um well i went to a i went to a week weekend weekend workshop,well i went to a weekend workshop
54f_067,516.68,524.23,where at a college where um was so so out of my comfort zone,at a college where was so out of my comfort zone
54f_068,525.2,530.07,but i um worked with grad graduate students,but i worked with graduate students
54f_069,531.14,534.97,but they but i was i was the client,but i was the client
54f_070,536.32,541.41,and it was very very ch ch ch challenging,and it was very challenging
54f_071,544.41,548.43,v v very much out of my comfort zone,very much out of my comfort zone
54f_072,550.26,552.18,but i learned so much,but i learned so much
54f_073,553.81,556.39,and it emotional very,and emotional very
54f_074,557.75,560.61,and afterwards i wrote an article,and afterwards i wrote an article
54f_075,561.59,564.37,and i called it the other side of the table,and i called it the other side of the table
54f_076,565.65,567.58,where i was not the uh,where i was not the
54f_077,569.39,571.43,i was the the client,i was the client
54f_078,572.05,574.77,and i did it two two two times,and i did it two times
54f_079,575.65,582.75,and wonderful ch ch ch chal challenging experience,and wonderful challenging experience
54f_080,597.7,610.93,well co co co communication is um what what what what you wanna say not not how you're saying it,well communication is what you wanna say not how you're saying it
54f_081,612.21,623.44,but um positive oh gotta think quickly uh oh,but positive gotta think quickly oh
54f_082,623.82,640.0,i guess positive was i gave i actually gave a a a workshop on stuttering to my whole group of colleagues in the schools uh,i guess positive was i actually gave a workshop on stuttering to my whole group of colleagues in the schools
54f_083,641.34,642.38,three hours,three hours
